ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	FORM	MEANING	SENSE	SENSE_ID
1311	1768	FOAM	tajték	  Gold-; Schaum;   Schwamm;   Geifer;   Meerschaum;   Soda;  Silberschaum	Schaum	Schaum-3
1312	249	FOG	homály	 Wolke;  Dunst; Dunkelheit;   Nebel;   Halbdunkel;  Zwielicht;  Dämmerung;   Blässe;   Geheimhaltung;  Verschleierung;  Schleierhaftes 〈einer Sache〉;   Star 〈am Auge〉;   Mattheit;  Glanzlosigkcit 〈einer glatten Fläche〉;   Unklarheit 〈eines Textes;  einer Angelegenheit;  Erscheinung usw〉;   〈als Benennung versch blasser Farbenabschattungen  von Rindern;  Pferden;  Hunden usw〉;   hellblond 〈Haar〉	  Nebel	Nebel-1
1313	249	FOG	köd	  Dunkel; Wolke;   Nebel;   bemänteln;   Ungewißheit;  Unklarheit 〈abstr〉;   nebelig;   unklar 〈abstr〉;  vernebeln 〈abstr〉	  Nebel	Nebel-2
1314	256	FOOD	abrak	Ration des Dienstvolks;   Nahrung;   Pferdefutter	  Nahrung	Nahrung-1
1316	256	FOOD	eledel	 Nahrung;  Lebensmittel; Speise	 Nahrung	Nahrung-3
1325	1301	FOOT	bábó ×	Fuß;  Füßchen	Fuß	Fu-1
1326	1301	FOOT	gyalog	 Fuß-;   Infanterist; Fußsoldat;   einfach;   Bauer 〈Schach〉;   zu Fuß gehend;   unberitten;   zu Fuß;   ohne jegliches Werkzeug;  von Hand;   Fußgänger;   Infanterie	 Fuß-	Fu-2
1327	1301	FOOT	láb	Fuß;  Fuß;   Schuh;   Bein;  Sok-kel;   Ende bzw irgendein Teil eines Gruntückes;   Fuß 〈Längenmaß〉;   Stamm des Baumes;   der Mensch selbst;   Versfuß	Fuß	Fu-3
1333	318	FOOTPRINT	nyom	 Sippe;   Spur;   Art;   Detektiv;   Geschlecht;   Schritt; Fußspur;  Fährte;   Dauerhaftigkeit;  Weise;   kleine Menge;   sogleich	  Spur	Spur-3
1334	418	FOR A LONG TIME	hosszú	lang 〈räumlich〉;   lang 〈zeitlich〉;   umfangreich;   Länge;   verschieben;   sich verlängern;   lange;   längs	  lange	lange-1
1338	123	FOREHEAD	homlok	  Schläfe; Stirn;   Stirn;  Front;   auf der Stirn;  auf die Stirn;  aufs Gesicht	Stirn	Stirn-1
1341	109	FOREIGN	idegen	  fremd;    fremd; Fremde;   Fremde;  Ausländer;   Bewohner eines fremden Eigentums;  Häusler;  Ausland;  ausländisch;   einem Fremden od anderen gehörig;   befremdet	  fremd	fremd-2
1348	420	FOREST	iserdő	Wald;   Wilchwein;   den Wald hüten	Wald	Wald-3
1353	420	FOREST	pagony ×	Wald;  Revier;  Wahlbezirk;   von Jägern und Treibern umstelltes Gebiet;   junger Forst;  Hegewald	Wald	Wald-8
1357	1523	FORGET	feled	vergessen;   etw irgendwo 〈aus Zerstreutheit〉 liegenlassen;   Vergessen	vergessen	vergessen-1
1362	1716	FORTY	negyven	vierzig;   vierzigster	vierzig	vierzig-1
1364	2912	FORWARD	elöl	  vorwärts; vorn;  vor 〈als VPräf〉;   zuvor;  früher;   von vorne	  vorwärts	vorwarts-2
1365	2912	FORWARD	elő²	vorwärts;  hervor 〈auch als VPräf〉	vorwärts	vorwarts-3
1367	1500	FOUR	négy	  prügeln;   Viertel;   Stadtviertel; vier;   vierter;   viertel-;   vierteln;   vierteln;   Viertelfürst;   negyedrésznyi;   Quadrat	vier	vier-1
1369	1312	FOX	róka	 sich verstellen; Fuchs;   Schlaumeier;   Fuchsfell;   schlau verbergen;   auf Füchse jagen	Fuchs	Fuchs-3
1370	1431	FREEZE	fagy	  es friert; gefrieren;   gefrieren;  anfrieren;   es ist einem kalt;   Gefrieren	gefrieren	gefrieren-1
1374	243	FRESH	új	  stehlen; neu;  frisch;   wiederholen;   wieder;   wieder;  heutzutage;   Zeitung;   Erneuerung;   erneuern;   neulich;  zeitgemäß;   Neuheit;   Erneuerer;   als neu;   aufs neue;  aufs neue;   aufs neue;   nagelneu	 frisch	frisch-2
1375	1692	FRIDAY	péntek	Freitag	Freitag	Freitag-1
1376	1325	FRIEND	barát	Mönch;   Nächster;   Freund;   Freund;  szerzetesi állapot	  Freund	Freund-1
1380	1325	FRIEND	haver	Freund;  Komplice	Freund	Freund-5
1382	2989	FRINGE	karaj¹	 Scheitel;   Abfall;   Gipfel;  Stück;   Schnitte;   Rinde; Rand;  Umkreis;   Halbkreis od Kreis bzw solcher Teil von etw;  Scheibe 〈Brot〉;   tiefe Einbuchtung eines Blattes;   Krümmung 〈eines Flusses usw〉;  der sich beim Schwingen des Kornes anhäuft;   Art ungarischer Volkstanz	Rand	Rand-1
1383	2989	FRINGE	karima	  Rand;  Umkreis; Krempe	  Rand	Rand-2
1394	2927	FROM HERE	innét ×	  daraus;   bis jetzt; von hier;   aus dieser Richtung;  hieraus;   von da an;   diesseits	von hier	vonhier-1
1395	2927	FROM HERE	innen	  daraus; von hier;   aus dieser Richtung;  hieraus;   von da an;   diesseits	von hier	vonhier-2
1396	2034	FROST	cidri	kalt;   Frösteln;  Gezitter;   kaltes Wetter;  Frost	 Frost	Frost-1
1397	2034	FROST	dér	  Frost; Reif;  klares Wetter im Winter;   mit ergrautem Haar;  Bart;   bereift;   eisgrau 〈Pferd〉;   Grauschimme	  Frost	Frost-2
1400	991	FRY	ránt¹	  Backen;   Bratpfanne;  Braten; in Fett ausbacken;   paniert ausbacken;   mit Mehlschwitze eindicken;   Mehlschwitze;  Einbrenne	 Braten	Braten-2
1402	991	FRY	süt	  schlagen;   Bäcker;   brennen;  bloßstellen;   Bratpfanne;   sich sonnen; braten;   braten;  backen 〈trans〉;  scheinen 〈zB Sonne〉;   brandmarken;   Brand 〈Pflanzenkrankheit〉 verursachen;  brennend schmerzen 〈Frost〉;   abfeuern 〈Waffe〉;   niederschlagen〈 Augen〉;  senken 〈Kopf;  Ohren〉;   loslassen;  an den Mann bringen;   steckenbleiben machen;   ungeschickt abfassen;  holperige Verse machen;   die Haare brennen;   Backofen;   röhre;   Backwer;  backen;   Gebäck	braten	braten-2
1406	1429	FULL	tele	  völlig;  ganz;  voll;   voll;   voll gefüllt 〈sein〉;  gefüllt	 voll	voll-3
1408	1429	FULL	teljes	 absolut;  völlig;   ganz;  ganz;   vollständig;  gesamt; voll;   rund;  rundlich;   vollkommen;  vollkommen;   unverkürzt;  unverkümmert	voll	voll-5
1409	580	FUR	bőr	Leder;   Haut;  Fell;   Fruchthülle;   Haut 〈auf der Milch〉;   Haut 〈auf der Milch〉;   Weib 〈in sexueller Beziehung〉;   Ball 〈im Fußball〉	 Fell	Fell-1
1410	580	FUR	prém	 Fell; Pelz;   Wimper	 Fell	Fell-2
1413	2467	GAME	játék	  Liebelei; Spiel;   Turnier;   Glücksspiel;  Hasarpiel;   Schauspiel bzw seine Aufführung;  ein Akt od eine Rolle davon;   Spielerei;   Spielzeug;   leichte;  rhythmische Bewegung als Naturerscheinung;   schauspielerische Darstellung;   Musizieren;   Spielraum 〈Technik;  auch abstr〉;   Wechselspiel 〈eines Lichts〉 Schillern;   Spieler	Spiel	Spiel-2
1415	2940	GATE	kapu	Durchgang;   Tor;   torartiger Gegenstand;  Ort 〈in gewissen Sportarten〉;   Torhüter;   Torwart	  Tor	Tor-1
1416	2940	GATE	porta	 Tür;   Grunteuer; Tor;   die  Pforte;    Liegenschaft;   vom Pförtner bewachter Eingang;  Pförtnerloge;   Haus und Hof besitzend;   Hofbauer;   Gesandter zur Hohen Pforte;   Pförtner	Tor	Tor-2
1417	7	GATHER	szed	  schlagen;  erwerben;   betrügen;   sich beeilen;   sich aufrappeln;   lesen; erheben;  einnehmen 〈zB Steuern〉;  pflücken;  sammeln;   für sich gewinnen;   zerpflücken;   einzeln ordnen;   sich zusammennehmen;   Schriften setzen 〈Buchdruck〉;   zu sich nehmen 〈Speise〉;   nehmen 〈Arznei〉;   Lesen;  Sammeln	 sammeln	sammeln-1
1428	694	GET	kap	  bekommen;   ärgern;   Prügel;   ausschweifend;   plötzlich;   erwischen;  erreichen;   ertappen;   jmdn an etw gewöhnen; ergreifen;   ergreifen;   anfangen;    zugreifen;  bezwingen;   nach etw greifen;  haschen;   umwerben;   in Streit geraten;  angreifen;  zufällig treffen;   zu Kräften kommen;  in Aufnahme kommen;   erbeuten;   sich aufrichten;   hinausgehen;  ausschweifen;   in Mode bringen;   sich etw angewöhnen;   finden;  kaufen können;  aufnehmen können;   abknipsen;  einen Schnappschuß machen von etw;   heruntermachen;  Schelte bekommen;   trinken 〈alkoholisches Getränk〉;   jmdn festnehmen lassen;    Essen geben;   habgierig nach etw haschend;   gangbar 〈Ware〉;  aus dem Stegreif	  bekommen	bekommen-2
1433	2982	GIFT	ajándék	Geschenk; Geschenk;   Opfergabe;   Opfergabe	Geschenk	Geschenk-1
1435	2982	GIFT	pomána ×	Geschenk;   Almosen;  Gabe;   unentgeltlich;  Geselligkeit;   Totenmahl;   Gastmahl	Geschenk	Geschenk-3
1438	1646	GIRL	görl	Mädchen;   Reuvegirl	Mädchen	Madchen-1
1440	1646	GIRL	leány	Mädchen;   Tochter;   magd;   Freudenmädchen	Mädchen	Madchen-3
1441	1447	GIVE	ad	zukommen lassen;  schenken;   geben;  liefern;   lassen;   verkaufen;   veröffentlichen;   Geben;   Beleg;  Angabe;   Gesetzgeber;   Herausgeber;   〈als Teil eines Schimpfw〉;   Tradition;   Beitrag 	  geben	geben-1
1446	695	GO	jár	  erfahren;   Gang;  gehen;   durchdringen;  vor jmdn treten;   übel ankommen;  gelangen;   gelangen;   jmd;   sich bewegen; vor etw;  schreiten;   eine Gepflogenheit haben;  ein bestimmtes Leben führen;  durchfahren;   gang und gäbe sein;  üblich sein;  kommen 〈irgendwohin〉;   zu etw gehen;  zu gehen pflegen;  besuchen 〈zB Schule〉;   zu etw führen;  jmdm zum Wohle od Schaden gereichen;  in Betrieb sein;   zukommen;  zustehen;   es gibt;  man hat 〈irgendein Wetter〉;   mit etw einhergehen;  mit etw verbunden sein;   beziehen;  abonniert haben 〈beziehen;  abonniert haben〉;   Gehen;   Verwaltungsbezirk;   bewandert 〈konkr〉;   kundig;   gehen lassen;   abonnieren;  der bei jmdm aus- und eingeht	  Gehen	Gehen-1
1449	1369	GOLD	arany	Gold;   Geld;  Schatz;   Goldmünze;   Goldmaß 	Gold	Gold-1
1455	1035	GOOD	jó¹	  brav;   gut;   das Beste;  Richtung; Habe;  Güter;   das Gute;   rechte Seite;   Gute;  Rechtc;   gutes Werk;   Wohl;   rechtsseitig;   beträchtlich;  der größte Teil	  gut	gut-5
1460	2410	GOOD-LOOKING	csinos	  anmutig;   hübsch;  ruhig;  nett; wohlgeordnet	  hübsch	hubsch-4
1468	2410	GOOD-LOOKING	ragyiva ×	  betriebsam; hübsch;  schön;   gebildet;  verfeinert;  erfinderisch	hübsch	hubsch-12
1471	1187	GOOSE	liba	 Gans; Gänschen;  Gänseküken;   einfältiges Mädchen;  dummes Weib;   Moos auf dem Dach	 Gans	Gans-2
1472	1187	GOOSE	lúd	Gans;  Wildgans;   Art Spiel;   dumme Person;   Gänse besitzend	Gans	Gans-3
1478	605	GRAIN	gabona	  Mischkorn; Getreide;   Roggen	Getreide	Getreide-6
1482	605	GRAIN	szem	  Ansicht;   unverschämt;   Beere;   Glied;  frech;  Rücksicht;   besehen;   Korn;   Blick;   Punkt;   Masche;   auslesen; Auge;  Beurteilung;   ein Körnchen 〈als Maß〉;   augenförmige Verzierung;  Werteinheit 〈auf Spielkarten;  Würfeln usw〉;   Körner hervorbringen;   Körner hervorbringen;   augenlos;  besichtigen;  sortieren;   großäugig;   mit jmdm äugeln;  kokettieren;   Auswahl	  Korn	Korn-2
1484	1383	GRANDFATHER	papa	Vater;   Großvater;  alter Mann 〈auch spöttisch〉	  Großvater	Grovater-2
1485	1383	GRANDFATHER	tata ×	  Vater;  Großvater;   alter Mann; Taufpate;   Mentor	 Großvater	Grovater-3
1488	1496	GRANDMOTHER	mama	Mutter;   Großmutter;  alte Frau	  Großmutter	Gromutter-3
1490	1496	GRANDMOTHER	nyanya ×	  altes Weib;  Großmutter;  Vettel; Mama;  Mutti;   Omama	 Großmutter	Gromutter-5
1492	606	GRASS	fű¹	  Botaniker;  Weide;   Rasen; Gras;  Kraut;  Wiese;   Heilpflanze;   aufgelaufene Saat;  junges Getreide;   grasen;  beweiden	Gras	Gras-1
1503	2819	GRASSLAND	mező	  Weide;  Acker;  Gras;  Wiese;   Landgut; Feld;   Feld;  grüne Saat;  Bauerngut;   Wappenfeld;  Gebiet 〈einer Tätigkeit〉	 Wiese	Wiese-9
1504	2819	GRASSLAND	rét¹	 Moor;  Ebene; Wiese;   Flachland;  Feld;   Sumpfland;  Ried;   Feldlerche	Wiese	Wiese-10
1510	1773	GRAVE	sír²	Grab;  Grabhügel	Grab	Grab-4
1512	1425	GREEN	zöld	 gesund;    Pflanze; grün;   unreif 〈Obst〉;   blühend;   ungereimt 〈Gerede〉;   sehr blaß 〈Gesicht〉;  Pflanzensproß;   grüne Farbe;   Grün der Spielkarte;   ungereimtes Gerede;   das Grüne;   Grün der Verkehrsampel;   Grünsein von etw;   Suppengemüse	grün	grun-2
1513	153	GREY	szür ∆	grau	grau	grau-1
1515	1668	GRIEF	gond	 Angelegenheit;   Sache; Sorge;   Gedanke;   Fürsorge;  Kümmern um etw;   Sorgfalt;   Übel	Sorge	Sorge-2
1522	716	GROAN	nyög	 Schwierigkeit;  Prüfung〉;   leiden;   stottern;  sich fristen;   schmerzlich;  wimmern;  stöhnen; zu jmdm beten;  angestrengt seufzen;  erleiden ertragen 〈Plage;   turteln;  stotternd aussprechen;   Stöhnen;   seufzend;  stöhnend	 stöhnen	stohnen-2
1524	716	GROAN	sóhajt	 sich sehnen;   wünschen;  leiden; seufzen;   stöhnen	  stöhnen	stohnen-4
1528	2159	GROUND	föld	  Lanmann;  Land; Erde;  Boden;   Erdkugel;   Acker;   Tonerde;   Festland;   Grundfarbe eines Webstoffes;   über kultivierbares Land verfügend;   Erde transportieren;   erden	 Boden	Boden-1
1532	2159	GROUND	talaj	  Boden; boden;  Erdreich	  Boden	Boden-6
1538	479	GROW	nő¹	  Pflänzling;   jung;  Anhänger; wachsen;  sich entwickeln;  wichtiger werden;   anwachsen;  ver-;  zusammenwachsen;  sich in Entwicklung befindend;   Pflegling	wachsen	wachsen-2
1541	1940	GUARD	őrs	  Wachtposten;  Wache; Posten 〈als Ort;  Stelle einer milit Wache〉 bzw der zu bewachende od zu behauptende Ort;   Trupp 〈als milit Einheit〉;  Polizeiwache;  Revier;   kleinste Einheit mancher Jugendorganisationen	 Wache	Wache-2
1543	1940	GUARD	silbak ∆	   Wachtposten; Wache;  Wacht	Wache	Wache-4
1546	1782	GUEST	pasasér ∆	  Person; Fahrgast;  Reisender;  Kerl 〈im Arg〉;   gast;   Passagierschiff	  gast	gast-1
1547	1566	GUN	fegyver	  Kampf; Gewehr;  Waffe;  Krieg;   sich bewaffnen	Gewehr	Gewehr-1
1548	1566	GUN	mordály ∆	 Dolch; Mörder;  grausamer;  hinterlistiger Mensch;   mörderische Waffe;   Pistole	  Pistole	Pistole-1
1549	1040	HAIR	pirók ∆	 Gimpel;  Gimpel;  Pimpf;  Pferd〉;  Wange〉; rothaarig;  rotfederig 〈Tier〉;   rötlich 〈Pflanze;  Haar;   rot gebacken;   Vogel mit rötlichem Gefieder;   rothaariges Tier 〈bes Rind;   rothaarige;  rothäutige Person;   einfaltige Person	 Haar	Haar-1
1550	1040	HAIR	zákány ×	Bodensatz;   Schlief;   Haar-;  Widertonmoos;  unausgebackener Teil	  Haar-	Haar-2
1551	816	HALF	fél²	Mitmensch;  Teil;   Mitte;  Nächste;   Hälfte;   Seite;   Partei;  Partner;  Gegner;   Ehefrau;   Gegend;  Landes- od Ortsteil;   einer 〈von beiden〉;   halb;   paarig;   Gattin;  Gefährte;   Halbbauer	  Hälfte	Halfte-1
1552	816	HALF	oldal	  Seite;   Nähe;  Abhang;   seitlich; Seite eines Terraingebildes;   Körperseite;  Fläche von etw;  Wand eines Baues;  Grenzfläche;   seitlicher Teil eines Raumes;  Seitenrichtung;   eine Hälfte;   eine Seite eines blattförmigen Gegenstandes;  Buchseite;   bestimmte Eigenschaft;   Rippenfleisch;   von der Seite beikommen	  eine Hälfte	eineHalfte-1
1558	1277	HAND	kéz	  lenken;  nachgiebig; Hand;   freundlich;   mit der Hand etw vorzeichnen;  eine Gebärde tun;  betätigen;   Manipulant	Hand	Hand-1
1559	1277	HAND	pracli	 Hand; große;  Pfote;   Tatze;  formlose Hand	 Hand	Hand-2
1564	1254	HANDLE	nyél	 Griff;   Stengel; Handhabe;   Weintraube;  Blattstiel;  Schaft;   〈junger〉 Maiskolben	 Griff	Griff-5
1565	1254	HANDLE	szár²	 Griff;   Zacke;   Stengel;  Zügel;  Schaft;   langer; Unterschenkel;  Unterarm;  Halm;   Hosenbein;  Stiefelschaft;   Tragsäule;  herausragender Teil;  Schenkel 〈des Winkels〉	 Griff	Griff-6
1566	2884	HANG	akaszt	hängen; hängen;   schlagen;   Haken;   Haken;   binden ;   binden 	hängen	hangen-1
1568	2884	HANG	függ	hängen;   Vorhang;   in etw enthalten sein;   von jmdm od etw abhängen;   mit etw verknüpft sein;  aus etw folgen;   abhängig sein;   mit Bewunderung beobachten;   Angehänge;   in der Schwebe;   hängen 〈trans〉;   Anhängsel;   Anhängsel;   Pendel;   Funktion 〈Math〉	hängen	hangen-3
1569	357	HANG UP	csüggeszt	aufhängen;   vermindern;   entmutigen;   hängenlassen	aufhängen	aufhangen-1
1572	248	HAPPEN	passzíroz	  vollbringen;  ausführen; geschehen;  sich ereignen;   hindurchfahren;  etw überschreiten;   etw umgehen;  nicht einhalten;    hindurchdrücken	geschehen	geschehen-4
1573	248	HAPPEN	történik	  Zufall; geschehen;  sich ereignen;   Ereignis;   Geschichte als Unterrichtsfach	geschehen	geschehen-5
1578	1884	HARD	kemény	  hart;   hart;  grob;   fest;   wild;  stramm;  barsch;   Stärke;  steif;  schwierig;   streng; schwer zu ertragen;  unbarmherzig;  schonungslos;   rauh 〈Wetter〉;   hoch eingeschätzt;   stimmlos 〈Konsonant〉;   an mineralischen Salzen reich;  hart 〈Wasser〉;   Dur- 〈Tonleiter〉;   grausam sein;   hart werden	  hart	hart-2
1582	1884	HARD	szilárd	 hart; fest;   fest;  Ordnung;   standhaft;  feststehend;  stabil;  ausdauernd;   ernsthaft;  inhaltsvoll;  unerschütterlich 〈Macht;  Preise usw〉	 hart	hart-6
1585	2926	HARDLY	alig	schwerlich;   fast nicht;   ungefähr 〈soviel〉;   kaum;   ganz selten;   unwohl 〈sein〉	  kaum	kaum-1
1589	1190	HARE	nyúl¹	Hase;  Kaninchen;   Art Fleischstück vom Schwein	Hase	Hase-2
1594	342	HAY	széna	Heu	Heu	Heu-3
1597	1211	HE	ő	  der;  die;   sein; er;  sie;  es;  ihr; das 〈als Demonstrativum〉;   Sie 〈als Anredeform〉	er	er-3
1598	1211	HE	ön¹	er;   Sie	er	er-4
1601	1256	HEAD	fej²	  Kopf;   Kopf-;   Kopf-;  Anfang;   Herr;   Person;   ausbessern;   erklären;  Haupt;   Verstand; Quelle;   oberer Teil eines Gegenstandes;   oberer Teil eines Körperteils 〈bes der Gliedmaßen〉;   trauben-;  köpf- od ährenartiger Fruchtstand;   Wesen einer Sache;   hartköpfig;  leitende Person;   mit einem Kopf versehen;   bekanntgeben;  mitteilen;  ausdrücken;   köpfen 〈im Fußball〉;   beendigen;  durchführen;   Kopflosigkeit 〈abstr〉	  Kopf	Kopf-3
1619	2984	HEAP	domb	  Haufen; Hügel;  Erdaufschüttung;   Beule	  Haufen	Haufen-7
1626	2984	HEAP	halom	  Haufen;  Menge; niedriger Hügel;  Stoß;   Kartoffelmiete;   häufen 〈auch abstr〉	  Haufen	Haufen-14
1644	1408	HEAR	hall¹	  zuhören;  willfahren; hören;   vernehmen;   Gehör schenken;   das Hören;   hören lassen 	hören	horen-1
1645	1408	HEAR	hallgat	  Stille;  besuchen; zühören;    hören;   Gehör schenken;   schweigen;   schweigen;  unerwähnt lassen;   horchen;   gehören;   belauschen;   belauschen;  titokban kihallgat vagy kihallgatni akar;   Zuhörgeschaft 	   hören	horen-2
1653	612	HEAT	hő	 Gefühl〉; warm;  heiß;   glühend;  leidenschaftlich 〈Seele;   Hitze;  Wärme;   Glut eines Gefühls;   heiß werden	  Hitze	Hitze-1
1655	1210	HEAVY	nehéz	 unbeholfen;  schwanger;   schwanger;   Krankheit;  Last;   krank;   Schwierigkeit;   schwerfallig; schwer;  unangenehm;   Gesäß;   Art Münzeinheit;   Gewicht;   mühselig;   drückend;   unverträglich;   Schwere;   jmdm grollen	schwer	schwer-2
1660	980	HEEL	sarok	  Fundament;  Winkel; Ecke;   Ferse;  Eck-;  Hinterkappe od Absatz vom Schuhwerk;   Scharnier;   Pol;  Weltgegend;   Weltgegend;   magnetischer od elektrischer Pol;   sich polarisieren;   den Absatz bzw die Absätze reparieren	  Ferse	Ferse-2
1663	2985	HEIGHT	fenség	 Würde;   Höhe;   Erhabenheit; Obrigkeit;   Ehrentitel eines Hohepriesters;   Hoheit 〈als Ehrentitel der Mitglieder der Herrscherfamilie〉	  Höhe	Hohe-3
1664	2985	HEIGHT	magas	Gipfel;  erhaben;  Höhe;   hoch;   hochgeschätzt;   von hoher Schwingungszahl;  hoch 〈Ton〉;   palatal 〈Vokal〉;   groß 〈Gewinn;  Verdienst usw〉;   von bestimmter Höhe	 Höhe	Hohe-4
1666	3467	HELP (ASSISTANCE)	segéd	 Geselle;  Beschützer;  Hilfsmittel; Helfer;  Hilfe;   Hilfe;  Unterstützung;   Aushilfe;   Sekundant;   gehilfe	 Hilfe	Hilfe-1
1669	2885	HERD (SOMETHING)	óv	  Schutz;   Schutz;   Kaution;   Kaution; bewahren;  hüten;  beschützen;   sich hüten;   gegen etw Protest einlegen;   gegen etw Protest einlegen;  Gewähr;   Protest einlegend;  eine Kaution hinterlegend	 hüten	huten-2
1674	136	HERE	itt	hier;   zu dieser Zeit	hier	hier-5
1677	602	HIDE (CONCEAL)	rejt	  heimlich;  verstecken; verbergen;   Versteck;   Versteck;   sich verstecken;   zaubern;   Rätsel;   umbringen;   hinlegen;   verheimlichen;   verdecken;  überkleiden;  verwahren;   in sich bergen;   jmdm etw verbieten;   hervorsuchen;  verborgen;   Geheimnis;   Geheimnis;   heimlichtun;  rejtegeti magát	verbergen	verbergen-3
1686	1265	HIGH	magas	Gipfel;  erhaben;  Höhe;   hoch;   hochgeschätzt;   von hoher Schwingungszahl;  hoch 〈Ton〉;   palatal 〈Vokal〉;   groß 〈Gewinn;  Verdienst usw〉;   von bestimmter Höhe	  hoch	hoch-2
1691	1265	HIGH	fölül	  oben; von oben herab;   über 〈als VPräf〉;   nach oben;   oberhalb;   von ... her;   außer einer Sache 〈abstr〉;   über 〈mit Akk〉;   von höherem Ort;   über ein gewisses Maß hinaus;   in Richtung höher liegenden Gebiets	  oben	oben-3
