sense	year	origin	Concepticon_ID	Concepticon_Gloss
Energie, Tatkraft,  Macht, Wirkungsfähigkeif,  Wirkung, Wirksamkeif,  Geltung, Kraft,  energisch,  wirksam 〈auch Gesetz〉,  unwirksam,  ungültig	1831.0	internal	2526	POWER
Grenze, Landesgrenze,  gesetzte Bestimmung, Grenze,  Gemarkung,  Haufen,  bestimmen,  begrenzen,  definieren,  beschließen,  zählen, gelten, határos,  Horizont,  Adjektiv,  Adverb, határ nélküli,  Horizont,  Entschluß,  Bescheid, Beschluß,  grenzenlos 〈auch abstr〉	1086.0	internal	1420	COUNT
sechzig	1075.0	compound	1718	SIXTY
Potenz 〈Math〉,  höhere Stufe,  potenzieren,  erhöhen, vervielfachen	1832.0	internal	1041	INCREASE
Freund, Komplice	1862.0	German	1325	FRIEND
Gebäude,  Wohnort, Aufenthaltsort,  haus,  Zimmer,  Geschlecht, Familie,  Palast, Burg,  Haushalt,  Schneckengehäuse,  Dynastie,  Handelshaus, Firma,  Zuschauerraum im Theater,  Gehäuse,  Abgeordnetenhaus,  Haus habend	1193.0	Proto-Finno-Ugric	1252	HOUSE
lügnerisch,  unwahr,  Lügner,	1057.0		3069	FALSE
lügen, heucheln	1416.0	internal	601	LIE (MISLEAD)
stottern, stammeln	1619.0	onomatopoetic	1866	STUTTER
das ganze Jahr hindurch,  immer,  manchmal, dann und wann	1584.0	compound	1676	ALWAYS
Berg,  Spitze,  Haufen,  spitzig,  hochmütig,  sticheln	1055.0	uncertain	639	MOUNTAIN
Rinde, Schale,  Bettüberzug,  Schuppe,  Dach,  Augenlid,  Dach decken,  Dach	1395.0	Proto-Finno-Ugric	769	ROOF
Hubschrauber	1923.0	international word	2580	HELICOPTER
Helm, Haube 〈als Teil der ritterlichen Rüstung〉	1329.0		1680	HELMET
Gruntück,  Ort,  Behörde,  Ort, Stelle 〈in einem Text〉,  Stelle, Platz 〈Reihenfolge〉,  Lage,  Platz, Raum,  Rechtsgrund,  stellung,  setzen, stellen,  setzen, stellen	1055.0	unknown	723	PLACE (POSITION)
eine Hufe habend,  wahr, richtig,  nett, hübsch	1211.0		1657	TRUE
anstatt,  als,  hier,  anstatt meiner, deiner usw	1500.0	lexicalized inflected word-form	136	HERE
hübsch 〈Frau〉,  geschickt, findig 〈Bursche〉	1749.0	lexicalized inflected word-form	1824	DEXTEROUS
prahlen,  mutwillig, ausgelassen herumspringen	1803.0	internal	101	BOAST
müßig, untätig, faul,  unbedacht, oberflächlich	1585.0	Slovakian	1564	LAZY
allein, ausschließlich		lexicalized inflected word-form	1964	ALONE
Tee,  Kräutertee	1701.0	Latin	1373	TEA
belästigen, bloßstellen,  verleumden, ein Gerücht umherbringen,   schleppen	1790.0		2030	DRAG
Hode,  Drohne,  Müßiggänger, Schmarotzer,  Hummel, Wespe, Bremse,  Klee,  Luzerne,  Penis des Hengstes odWallachs, Vorhaut desselben,  Eunuch	1326.0	Proto-Uralic	1517	WASP
Nachhochzeit 〈beim jungen Ehepaar〉,  Hochzeitsteilnehmer, der nachher die Gäste mit Musik aufsucht,  Hochzeit, Schmaus,  Hochzeitsleute, Gäste der Braut	1791.0	unknown	1259	WEDDING
wälzen, rollen 〈trans〉,  ärgern, hetzen,  bespringen, betreten 〈Hahn die Henne〉,  reiben	1784.0	onomatopoetic	1449	RUB
Art falkenähnlicher Raubvogel,  Rebhuhn,  Art falkenähnlicher Raubvogel	1366.0		3681	PARTRIDGE
Raupe,  Kahm, lánctalp, hernyólánc.	1300.0		2247	CATERPILLAR
streiten, zanken,  murren	1629.0	onomatopoetic	3302	QUARREL (VERB)
bleich werden,  verzagt, trüb werden,  müde, matt, krank werden,  welken,  verwelken 〈abstr〉, älter werden,  Bleiche,  blaß, bleich	1416.0		2327	BECOME SICK
sieben,  siebenter	1067.0	Proto-Ugric	1704	SEVEN
Woche,  Wochendiensthabender,  einwöchig	1067.0	semantic change	1469	WEEK
Montag,  Sonntag	1221.0	compound	1697	MONDAY
siebzig	1405.0	compound	1721	SEVENTY
anfeinden, beschimpfen,  prahlen,  sich brüsten,  sich herumwerfen, herumspringen	1577.0	uncertain	101	BOAST
flennen,  stottern, lallen 〈Kind〉,  schäkern, unter vier Augen vertraulich schwätzen,  schwätzen, klatschen	1890.0	onomatopoetic	3110	CLAP
stolz, hochmütig,  keck 〈Schnurrbart〉	1645.0	derived word	174	PROUD
in der größten Hitze,  in der Eile, gleich, plötzlich,  übereilt	1565.0		2276	IDENTICAL
 liegen,  müßig sein,  herumliegen,  Couch	1372.0		1411	LIE (REST)
leer, hohl,  Bauch, Eingeweide,  Lücke, Zwischenraum, Fuge,  leer machen,  leer, überflüssig, ungültig werden	1456.0	internal	1251	BELLY
vergebens,  grundlos 〈als Adv〉,  unentgeltlich 〈als Adv〉,  nichts zu machen 〈zum Ausdruck der Resignation〉,  nutzlos	1416.0	lexicalized inflected word-form	1765	IN VAIN
fehlerhaft, nicht gut,  mangelhaft, unvollständig,  mangelhaft, unvollständig,  unnütz, vergeblich	1513.0		1765	IN VAIN
fruchtlos, vergeblich, leer,  Fehlgriff, Fehler,  Mangel, Defekt,  Beschwerlichkeit, Plackerei,  mangelhaft, schlecht,  schuldig	1560.0	Slavic	1624	EMPTY
kippen 〈intrans〉, ausrutschen, stürzen,  den Verstand verlieren,  irren	1621.0		1324	SLIP
kalt,  schroff, unfreundlich, gleichgültig,  leblos,  Kälte,  Schüttelfrost, Fieber,  Frost,  kaltes Gericht,  Schauder, Kälteempfinden,  sich erkälten,  sich von etw abkehren	1138.0	internal	1287	COLD
kaltes Blut habend 〈Tier〉,  ruhig, kaltblütig,  zur Rasse der Kaltblüter gehörig 〈Pferd〉	1757.0	German	258	CALM
Hyäne,  grausamer Mensch	1604.0	Latin	1799	HYENA
biegsam,  dünnflüssig, weich 〈Stoff〉, dünn 〈Speise〉,  lose, schlaff,   gehaltlos 〈Werk, Äußerung〉,  Flüssigkeit, dünnflüssiger Stoff	1510.0	unknown	58	LIQUID
Eber,  männliches Lebewesen 〈auch in der Bot〉	1093.0	Proto-Uralic	3154	WILD BOAR
Zierde, Muster,  Stickerei, Gesticke,  Umschweif, Verwicklung,  Kniff, Kunstgriff,  sich winden 〈abstr〉,  malen,  sticken	1093.0	unknown	2001	PAINTING
Himbeere	1843.0	loan	3803	RASPBERRY
säen,  streuen,  sich zerstreuen,  Zerstreuen,	1372.0	derived word	748	SOW SEEDS
Schaukel, Wippe	1405.0	derived word	3101	SWING
Kenntnis,  Nachricht,  Ruhm,  berühmt werden,  berühmt werden,  Kundgebung,  hochberühmt,  berüchtigt	1211.0	unknown	2961	MESSAGE
unerwartet, plötzlich,  heftig, übereilt,  unerwartet, plötzlich	1278.0	derived word	2920	SUDDENLY
Angelegenheit, Sache, Histörchen,  Geschichtsbuch,  Geschichtswissenschaft	1416.0		2214	AFFAIR
ja, doch	1519.0		1268	YES
ja, doch	1808.0	change of word class	1268	YES
Vertrauen,  Vertrauen,  Glaube,  Glaube,  Ehre, Ehrenwort,  religiöser Glaube,  Eid,  Religion,  ungläubig,  beeidet, eingeschworen, legitim,  Angetraute,  treu,  treulos werden, abfallen,  Glaube	1057.0		100	FAITHFUL
mager, schwächlich,  schlecht, erbärmlich,  fehlbar, gebrechlich,  töricht,  niederträchtig, böse,  minderwertig	1138.0	unknown	1292	BAD
treu,  beedigt,  angetraut,  Ehefrau	1589.0	derived word	1199	WIFE
Luchs 	1395.0	unknown	3314	LYNX
die Zeit unnütz vertreiben,  untätig sein, Muße haben,  sich unterhalten,  sich gefallen in etw,  protzen, prahlen,  unnütz, nutzlos	1416.0	derived word	2903	CHAT (WITH SOMEBODY)
Berufung, Lebensberuf  Pflicht,  Rufen, Ruf,  Amt, Würde, Beschäftigung, Arbeitskreis,  Amt, Behörde,  geladen, berufen,  amtlich, offiziell,	1211.0	derived word	2944	CALL (APPEAL)
schmeicheln,  schmeicheln	1456.0	derived word	2709	FLATTER
Fett ansetzen, dick werden, zunehmen,  zu mästend 〈Schwein〉,  gemästetes Schlachtvieh,  Mastschwein,  erfrischen,  mästen,  Ruheplatz,  Schnee,  Schneeberg	1211.0	Proto-Uralic	784	SNOW
Biber,  Fischotter,  Biberfänger	1138.0	Proto-Ugric	1194	BEAVER
wie 〈als Rel〉,  als 〈als Rel〉,  wie?,  nachdem,  wie sehr,  warum?,  wie teuer?,  in welchem Zustand?, unter welchen Verhältnissen?	1372.0		1239	HOW
daß,  als,  weil,  wenn	1372.0	change of word class	1157	BECAUSE
eine Blesse an der Stirn habend 〈Pferd, Ziege usw〉,  eine Blesse an der Stirn habend 〈Pferd, Ziege usw〉,  gestiefelt 〈Pferd〉,  ergraut, greis, blond,  blaß, bleich, fahl, entfärbt,  Blesse 〈Stirn- od Schnauzenfleck haupts des Pferdes〉	1709.0	derived word	406	OLD MAN
Hocker	1864.0	loan	2058	STOOL
wo 〈als Rel〉,  als,  wo?,  irgendwo,  wann?,  warum,  woher?,  wenn,  obwohl,  mal . . . mal	1372.0		1270	WHY
Mond,  Mondmonat,  Blesse,  Satellit,  Pferd mit einer Blesse an der Stirn,  monüchtig	1211.0	derived word	1313	MOON
morgen, morgen früh	1416.0	lexicalized inflected word-form	1329	TOMORROW
monüchtig,  rappelig, verrückt	1826.0	German	1899	MAD
Rabe	1220.0	Proto-Uralic	2543	RAVEN
irgendein 〈meistens in verächtlichem Sinn〉, dies und das, etwas,  Habseligkeiten, Siebensachen,  Möbel	1584.0	compound	2924	A LITTLE
der morgige Tag,  morgen	1416.0	compound	1329	TOMORROW
wo 〈als Rel〉,  wo?,  als,  obwohl,  da,  wenn	1372.0	compound	1237	WHERE
früh,  morgens,  Morgen 〈Tageszeit〉	1372.0		672	EARLY
Blase,  Harnblase,  Blase im Wasser,  〈in Pflanzennamen〉,  Dummkopf	1456.0	internal	1746	BLADDER
wie 	1731.0		1239	HOW
Dunkelheit,  Nebel, Dunst, Wolke,  Halbdunkel, Zwielicht, Dämmerung,  Blässe,  Geheimhaltung, Verschleierung, Schleierhaftes 〈einer Sache〉,  Star 〈am Auge〉,  Mattheit, Glanzlosigkcit 〈einer glatten Fläche〉,  Unklarheit 〈eines Textes, einer Angelegenheit, Erscheinung usw〉,  〈als Benennung versch blasser Farbenabschattungen  von Rindern, Pferden, Hunden usw〉,  hellblond 〈Haar〉	1372.0	Proto-Finno-Ugric	1489	CLOUD
rollen, wälzen, wenden,  bedek-ken,  absenken 〈Senkreis〉	1519.0	derived word	1445	TURN (SOMETHING)
Stirn, Front,  Stirn,  Schläfe,  auf der Stirn, auf die Stirn, aufs Gesicht	1249.0	derived word	123	FOREHEAD
Sand	1055.0	Turkic	671	SAND
Achsel, Achselhöhle	1435.0	Proto-Uralic	1886	ARMPIT
Achselhöhle,  Blattwinkel, Astwinkel einer Pflanze,  Ranke, Nachtrieb, Nebenschoß,  eine Handvoll abgemähtes Getreide, Garbe	1435.0	compound	1886	ARMPIT
Monat	1372.0	compound	1370	MONTH
zu Hause,  da, daheim	1372.0	lexicalized inflected word-form	1937	THERE
woher?,  warum?, aus welchem Grunde?,  woher 〈als Rel〉	1372.0		1270	WHY
〈Interj〉,  Schlag, Hieb,  Hochzeit	1522.0		1259	WEDDING
hopsa,  Hochzeit,  Hopstanz	1725.0	German	1259	WEDDING
schnarchen	1577.0	onomatopoetic	1983	SNORE
tragen, schleppen,  ähneln, gleichen,   tragen,   verbreiten,  umherbringen,  tragen 〈Schußwaffe〉,   ertragen,  im Leibe tragen 〈Schwangere die Frucht〉	1300.0	Proto-Ugric	700	CARRY
 krümmen, biegen	1416.0	derived word	2224	BEND (SOMETHING)
Anker	1829.0	internal	1870	ANCHOR
Lende, Bauch,   eingefallen,	1408.0		1251	BELLY
schnarchen	1405.0		1983	SNORE
wohin?,  wohin 〈als Rel〉,  in was für einen Zustand? 〈auch abstr〉,  je	1372.0	lexicalized inflected word-form	2928	WHITHER (WHERE TO)
beibringen, holen,   tragen, ergeben,  erwähnen, anführen,  bestimmen,  zur Welt bringen,  ermöglichen,  publizieren,  einholen, erreichen,  auf Kredit	1372.0	internal	700	CARRY
Hermelin,  Hermelinpelz,  Braut, Gemahlin,  Dame,  Hermelinjäger	1217.0	Proto-Finno-Ugric	1266	BRIDE
Thermometer	1807.0		3104	THERMOMETER
rollen 〈intrans〉, sich wälzen, strömen	1531.0		2858	STREAM (FLOW CONTINUOUSLY)
Kröte,  Igel,  Dachs,  Hamster,	1138.0		894	TOAD
Murmeltier,  jähzorniger, zornmütiger Mensch	1604.0	Slavic	3719	MARMOT
Jüngling, Junggeselle,  mutiger Mann, Held,  Soldat,  Heldengestalt 〈eines Romans, Dramas, Ereignisses〉,  tapfer, heroisch,  unverheiratet,  heldenhaft 〈Haltung usw〉,  Jüngling,  Kühnheit	1138.0	Proto-Uralic	76	YOUNG MAN
〈als liebkosende Anrede an eine  Frau〉,  Schwester,  Nichte,  Klosterfrau, Nonne,  jüngere Schwester	1131.0	unknown	1263	SISTER
Harn	1131.0		1142	URINE
Stern, Gestirn	1131.0	Proto-Uralic	1430	STAR
uhuen,  heulen,  Unheil verkündigen,   hauchen	1551.0		526	HOWL
in dichten Tropfen herabfallen, abfließen,  herabfallen, wiederholt od dauernd fallen,  sich auf das Gesicht werfen, einen Kniefall  tun,  ausfallen 〈Haar, Gefieder usw〉,  verfallen, einstürzen, zerfallen, in Stücke gehen, széjjeltörik, szétesik,   umkommen, im Kampfe fallen, eingehen 〈Tier〉,  Fallen,  fallen lassen,  Streuen, Fallenlassen, lehullása közben, lehullásakor	1055.0	Proto-Finno-Ugric	2865	DIE (FROM ACCIDENT)
Welle, Woge,  Wellenform od wellenartige Bewegung von etw,  Welle	1764.0	internal	978	WAVE
Schurke, Schuft 〈als Schimpfw〉,  schlauer, listiger Mensch,  schelmisches Kind od  Weib,  Duell,  nichtsnutzig 〈Person〉,  schlau, listig,  schalkhaft, verschmitzt,  Haarlocke	1642.0	loan	1310	CLEVER
schließen 〈Augen〉,  blinzeln,  sich schließen 〈Auge〉,  untergehen 〈Sonne〉,  schlummern,  sterben,  erlöschen 〈Feuer, Glanz〉,  einschauen 〈im Spiel〉,  sich ducken,  Blindekuh	1211.0	Proto-Uralic	1494	DIE
plumpsen,  knallen,  unerwartet herein-, hineintreten	1566.0		549	COPULATE
Darm, Innerei,  Saite,  〈in Benennungen zusammengesetzter Pflanzennamen〉,  Sehne am Bogen, ausgespannter Faden an einem Gerät,  Sehne 〈Geom〉,  Nervenfaser	1405.0	unknown	1991	INTESTINES
 verschleppen,  schleppen,  verunglimpfen,  herumtragen	1577.0	derived word	2030	DRAG
Darm,  Blut-, Leberwurst,  wurstförmiges Gebilde od Erzeugnis	1330.0	derived word	1991	INTESTINES
verscheuchen,  niederdonnern, abtrumpfen,  schreien, aufschreien, aufjauchzen	1584.0	onomatopoetic	715	SHOUT
husten	1372.0		879	COUGH
Fleisch,  Fruchtfleisch,  Fleisch zerschneiden	1211.0	uncertain	634	MEAT
zwanzig,  Art Geld,  zwanzigster,  Art Steuer	1211.0	Proto-Finno-Ugric	1710	TWENTY
zerren, schleppen,  ziehen, entfernen,   spannen,  ziehen, spannen 〈Strang, Draht usw〉,  anziehen,  ziehend befördern,  in die Länge ziehen,  beziehen 〈Einkommen〉,  anziehen, überziehen,  ziehen 〈Luftzug〉,  auf einem Streichinstrument spielen,  bewegen 〈auf einer Fläche〉, eine Linie ziehen,  jmdm einen Schlag versetzen,  aufziehen, aufstocken 〈Bauwesen〉,  jmdm zugeneigt sein, zu jmdm halten,  herausheben, eine Ziehung vornehmen,  ziehen 〈intrans〉,  einen Zug tun,  nekken, aufziehen,  zerren,  Fahrt, Zug,  sich strecken,  zanken,  sich strecken,  sich sträuben,  〈unbest Bed〉,  anhaltend,  Ziehen,  Überzug,  Zugluft,  Abzugshahn,  wachen	1359.0	Proto-Ugric	1455	PULL
blöd, dumm,  Schwachsinniger	1792.0	derived word	1518	STUPID
sich fürchten, schnüffelnd weinen	1786.0	onomatopoetic	1419	FEAR (BE AFRAID)
Scheide, Futteral,  Hülse,  Vagina,  Patronenhülse, Zigarettenhülse	1380.0	derived word	2363	CHAFF (HUSK)
Daumen, große Zehe,  Zoll 〈Maß〉	1405.0	derived word	1781	THUMB
kühl,  barsch, unfreundlich,  Kühle, kühler Ort,  Gefängnis	1211.0		2966	PERCH (FISH)
hierher,  hier,	1372.0	lexicalized inflected word-form	136	HERE
Bogensehne, Riemen,  Nerv,  Saite,  mit einer Sehne ausgestattet,  nervös	1138.0	Proto-Uralic	2973	STRAP
Fremde, Ausländer,  Bewohner eines fremden Eigentums, Häusler,  Fremde, Ausland,  fremd, ausländisch,  einem Fremden od anderen gehörig,   fremd,  befremdet	1295.0	unknown	109	FOREIGN
im Jahre, zur Zeit,  in diesem Jahre, heuer	1549.0	lexicalized inflected word-form	513	THIS YEAR
frühgeboren,  unzeitgemäß,  unbeholfen, albern	1430.0	derived word	3900	CLUMSY
vor Gericht zitieren, vorladen,  hervorrufen, zustande bringen,   richten,  in Erinnerung bringen,  erinnern,  beobachten, schauen,  anführen, zitieren,  beschwören,  ladung,  Zitat, wörtliche Anführung	1512.0	derived word	1818	ADJUDICATE
geeignet,  moralisch, ehrlich,  ordentlich, hübsch,  proportioniert, wohlgestaltet,  formell, abstrakt	1780.0		2410	GOOD-LOOKING
Wetter, Witterung,	1787.0	compound	952	WEATHER
rechtschaffen 〈Mensch〉,  wahr, wahrlich,  gerecht, rechtlich, berechtigt,  wahrhaftig, echt,  Wahrheit, Wirklichkeit,  Gerechte, Rechtschaffene,  richtige, gerechte Tat,  Gerechtigkeit, Billigkeit,  gerechter Anspruch, Recht,  ein Urteil fällen,  heben,  verbessern,  schicken,  Wahrheit,  Lenker,  Direktor,  für richtig halten,  beweisen,  echt,  eigentlich	1348.0	internal	1127	SEND
sehr, überaus,  ja,  etwa,  Ja,  etw satt bekommen, übermäßig finden,  bejahen	1266.0	internal	1311	VERY
versprechen	1138.0	Proto-Ugric	1675	PROMISE
rügen, schelten,  bezaubern,  verbessern,  Zauberei	1456.0	derived word	2872	IMPROVE (SOMETHING)
heilig	1193.0	Chuvash	1702	HOLY
wirklich, ja,  daß nicht etwa,  wenn aber, vielleicht,  gut,  später, bald,	1372.0		1035	GOOD
hier, sieh da	1566.0		136	HERE
hier, sieh da	1512.0	compound	136	HERE
Wade	1565.0		498	CALF OF LEG
einreihen,  erwerben,  zukommen lassen,  vorführen,  bringen, senden,  einsetzen,  zur Flucht verhelfen,  registrieren	1473.0	Proto-Finno-Ugric	692	BRING
 angebracht, klug,  anständig	1416.0		1310	CLEVER
Laufen, Flucht,  Zuflucht,  〈zum Ausdruck schnellen Laufens, schneller Flucht〉	1558.0		1443	WALK
Duft,  Geruch,  Parfüm, wohlriechende Salbe,  duften,  Duft,	1372.0	derived word	3704	ODOR (SMELL)
berühren,  betreffen,  jmdm etw antun,  jmdm etw anpassen, angleichen,  jmdm zukommen,  berührbar,  unberührt, jungfräulich,  jemand,  berührend,  betroffen,  beziehungsweise	1372.0	derived word	1892	TOUCH
verschwinden,  laufen,  duften,  zerfallen, verstauben	1522.0		485	DISAPPEAR
er-, beleuchten,  glänzen, eine Leuchte sein,  illuminieren 〈mit Hand malerei〉	1788.0		1211	HE
erläutern, erklären,  bebildern	1683.0		1626	EXPLAIN
um etw flehen,  beten,  anbeten, vergöttern, verehren,  anbieten, antragen,  sehr gern haben	1372.0		24	PRAY
siehe da!	1372.0		1819	LOOK
Kaiserreich, Reich,  Fabelreich, Überwelt	1539.0		712	RICH
verordnen, befehlen,  imponieren, gefallen	1605.0	Latin	1998	COMMAND
Angriff,  Wirkung, Impression	1621.0		722	ATTACK
Sklave	1077.0	unknown	812	SLAVE
Bein, Wade,  Nerv,  Seil,  Sehne, Flechse,  Muskel,  Gaumen, Rachen,  Ranke,  Ader,  Bogensehne,  stark,  flechsig,	1211.0	Proto-Uralic	1297	LEG
folgen, verfolgen,  antreiben,  rennen,  entlaufen, sich davonmachen	1693.0	derived word	1519	RUN
heranwachsender Junge,  Lehrling,  Waffenträger, Knappe, Page,  Diener, Knecht, Bedienter,  Leim Leimknecht 〈Tischlerwerkzeug〉,  Stützstange der Heuschleppe	1524.0	uncertain	812	SLAVE
schäbig, unnütz, klitzeklein, schwach,  zimperlich, übelnehmerisch	1667.0	internal	1601	WEAK
Inder,  Truthahn,  Indianer,  indianisch,  indisch,  arisch-indisch 〈Sprache〉	1573.0	Latin	2386	TURKEY
bewegen, rücken,  anreizen, antreiben, anregen,  abgehen lassen,  empören,  rühren,  anfangen,  in Bewegung setzen,  verursachen	1372.0		1291	BACK
Hemd	1372.0	uncertain	1622	SHIRT
sofort,  durchaus 〈nicht〉, gar 〈nicht〉,  unentgeltlich,  umsonst, ohne Ursache,  bloß, nur,  kostenlos, frei	1372.0		1580	ONLY
mehr,  eher,  lieber,  sondern: vielmehr,  richtiger gesagt,  meistens	1372.0	internal	1992	MORE
von hier,  aus dieser Richtung,  daraus, hieraus,  von da an,  bis jetzt,  diesseits	1372.0		2927	FROM HERE
von hier,  aus dieser Richtung,  daraus, hieraus,  von da an,  diesseits	1416.0	lexicalized inflected word-form	2927	FROM HERE
wanken, sich bewegen,  schwanken,  ins Schwanken geraten, erschüttert werden, taumeln,  Sumpf,  beweglich,  Mobilien,  unbeweglich,  Immobilien	1327.0	Proto-Uralic	2874	MOVE (ONESELF)
aneifern, verführen, Hinterhalt legen,  mahnen, warnen,  winken,  einladen,  Warnung,  Mahnung 〈in der Schule〉	1193.0	Proto-Uralic	1611	INVITE
Lust, Geschmack,   Richtung	1527.0		2960	LONGING (WISH)
stören,  auffordern,  eine Interpellation an die Regierung richten	1583.0		2883	DISTURB
erwähnen, benennen,  halten für etw, schätzen,  erledigen,  an jmdn richten,  bestimmen,  zielen,  verrichten, verwalten,  Ziel, Vorhaben,  Institut,  Erblasser	1474.0		180	CALL BY NAME
auffordern,  einladen	1657.0	Latin	1611	INVITE
Gaumen,  Rachen,  Geschmack,  Zahnfleisch	1405.0	Proto-Finno-Ugric	2190	TASTE
Schwiegervater	1138.0		1055	FATHER-IN-LAW
malen,  schreiben,  Schreiber,  Schriftsteller,  Aufschrift,  Dokument,  bestickt	1372.0	uncertain	2001	PAINTING
rennen,  Schlittschuh laufen,  rennen,  rennen	1536.0		1519	RUN
Rentier	1798.0	compound	1876	REINDEER
auf irgendeine Weise,  in Richtung von, gegen, nach,  hinsichtlich od bezüglich einer Sache,  gegenüber 〈auch abstr〉,  jmdm gegenüber	1372.0	lexicalized inflected word-form	1685	AFTER
Proportion, Verhältnis,  Ziel,  Meinung,  Richtung,  Verbindung, Beziehung,  Tendenz,  -rangig, -stufig, -gestellt,  zielen,  richten,  meinen,  richten,  Proportion,  Richtung 〈auch abstr〉	1584.0	derived word	1818	ADJUDICATE
enorm, ungeschlacht,  ungeheuer, sehr	1861.0	uncertain	1311	VERY
beneiden,  Neid	1416.0		40	ENVY
Schwertlilie,  Regenbogen,  Regenbogenhaut	1664.0	Latin	1733	RAINBOW
bunt,  getüpfelt, gesprenkelt 〈Geflügel〉 gestreift, getigert, 〈Katze〉,  ungeschlacht, derb	1737.0	Slovakian	2997	COLORFUL
siehe da, wirklich		uncertain	1819	LOOK
kennen,  überzeugt sein,  kennenlernen,  den Beischlaf vollziehen,  bemerken, wahrnehmen,  anerkennen,  Kenntnis,  Kennen	1416.0	uncertain	2893	NOTICE (SOMETHING)
wieder,  ferner, noch,  auch, gleichfalls,  hingegen, doch	1372.0	compound	204	AGAIN
Unterstand, Stall,  Scheune, Schuppen	1266.0	loan	851	STABLE
Stock, Stab, Rute,  stangenartiger Zubehörteil von Fischernetzen,  Zepter, Richterstab,  Stütze, Beistand,  Krücke,  beistehen	1356.0	loan	1295	STICK
Gott,  Gottheit,  göttlich	1544.0	derived word	3231	DEITY
Zugstrang,  Seil, Strang,	1493.0	loan	1218	ROPE
Kiesel,  Schlamm, Schlick	1395.0	Slavic	961	PEBBLES
es schaudert mich, dich usw,  schauderhaft, gräßlich,  grausen, fürchten	1372.0		1419	FEAR (BE AFRAID)
verurteilen,  richten, ein Urteil fällen,  urteilen, erachten, für etw halten	1372.0	internal	1818	ADJUDICATE
hier,  zu dieser Zeit	1372.0		136	HERE
Geschmack 〈Sinneswahrnehmung〉,  Geschmack 〈ästhetischer Wert〉,  Marmelade, Mus,  Geruch,  schmecken, einen Geschmack spüren,  einen Geschmack bekommen,  schmacklos,  derb	1372.0		21	TASTE (SOMETHING)
